state,yr,qtr,index_nsa,index_sa,Warning
CA,2013,4,200.21,200.14,
CA,2014,1,203.54,204.41,
CA,2014,2,210.45,207.90,
CA,2014,3,213.81,211.35,
CA,2014,4,215.05,215.13,
CA,2015,1,218.60,219.22,
CA,2015,2,225.05,222.33,
CA,2015,3,228.53,226.09,
CA,2015,4,230.50,230.65,
CA,2016,1,234.07,234.43,
CA,2016,2,241.18,238.34,
CA,2016,3,244.47,242.03,
CA,2016,4,246.42,246.64,
CA,2017,1,251.27,251.34,
CA,2017,2,259.55,256.59,
CA,2017,3,264.19,261.75,
CA,2017,4,266.27,266.48,
CA,2018,1,271.89,271.78,
CA,2018,2,277.30,274.11,
CA,2018,3,280.11,277.71,
CA,2018,4,279.28,279.65,
CA,2019,1,281.01,280.62,
CA,2019,2,288.60,285.10,
CA,2019,3,290.88,288.67,
CA,2019,4,291.62,292.21,
CA,2020,1,298.11,297.51,
CA,2020,2,302.91,298.83,
CA,2020,3,312.80,310.75,
CA,2020,4,325.79,326.86,
CA,2021,1,340.92,339.89,
CA,2021,2,364.36,358.99,
CA,2021,3,378.73,376.68,
CA,2021,4,389.56,391.16,
CA,2022,1,408.97,407.55,
CA,2022,2,422.40,415.67,
CA,2022,3,407.40,405.45,
CA,2022,4,397.99,400.01,
CO,1991,1,100.00,100.00,
CO,1991,2,101.11,100.31,
CO,1991,3,102.37,101.35,
CO,1991,4,103.20,103.06,
CO,1992,1,105.46,105.48,
CO,1992,2,108.78,107.90,
CO,1992,3,111.01,109.90,
CO,1992,4,113.53,113.37,
CO,1993,1,115.66,115.71,
CO,1993,2,120.26,119.26,
CO,1993,3,124.77,123.52,
CO,1993,4,127.97,127.76,
CO,1994,1,131.62,131.71,
CO,1994,2,136.57,135.40,
CO,1994,3,139.43,138.07,
CO,1994,4,140.23,139.99,
CO,1995,1,141.55,141.66,
CO,1995,2,144.52,143.25,
CO,1995,3,147.19,145.80,
CO,1995,4,147.81,147.55,
CO,1996,1,149.39,149.48,
CO,1996,2,152.66,151.29,
CO,1996,3,154.31,152.90,
CO,1996,4,155.38,155.15,
CO,1997,1,156.53,156.56,
CO,1997,2,159.61,158.16,
CO,1997,3,161.49,160.04,
CO,1997,4,162.44,162.26,
CO,1998,1,164.83,164.78,
CO,1998,2,169.07,167.53,
CO,1998,3,172.00,170.47,
CO,1998,4,174.75,174.67,
CO,1999,1,178.80,178.64,
CO,1999,2,185.27,183.56,
CO,1999,3,191.16,189.47,
CO,1999,4,193.59,193.59,
CO,2000,1,199.29,199.06,
CO,2000,2,206.07,204.15,
CO,2000,3,211.99,210.08,
CO,2000,4,215.69,215.74,
CO,2001,1,222.28,222.05,
CO,2001,2,227.69,225.52,
CO,2001,3,229.27,227.16,
CO,2001,4,228.63,228.70,
CO,2002,1,232.56,232.45,
CO,2002,2,235.68,233.36,
CO,2002,3,238.02,235.79,
CO,2002,4,237.98,237.96,
CO,2003,1,238.58,238.71,
CO,2003,2,241.68,239.18,
CO,2003,3,242.95,240.67,
CO,2003,4,242.70,242.51,
CO,2004,1,244.25,244.74,
CO,2004,2,251.37,248.59,
CO,2004,3,254.01,251.57,
CO,2004,4,253.03,252.70,
CO,2005,1,256.37,257.35,
CO,2005,2,262.84,259.64,
CO,2005,3,265.62,262.96,
CO,2005,4,267.97,267.65,
CO,2006,1,268.05,269.47,
CO,2006,2,273.73,270.06,
CO,2006,3,273.70,270.81,
CO,2006,4,274.01,273.86,
CO,2007,1,271.49,273.24,
CO,2007,2,277.45,273.37,
CO,2007,3,275.08,272.09,
CO,2007,4,267.80,267.80,
CO,2008,1,262.07,263.98,
CO,2008,2,267.32,263.21,
CO,2008,3,263.14,260.07,
CO,2008,4,253.99,254.13,
CO,2009,1,257.75,259.93,
CO,2009,2,263.89,259.59,
CO,2009,3,263.61,260.31,
CO,2009,4,259.69,260.02,
CO,2010,1,258.03,260.47,
CO,2010,2,261.15,256.69,
CO,2010,3,255.30,251.86,
CO,2010,4,253.40,253.99,
CO,2011,1,246.05,248.56,
CO,2011,2,249.95,245.38,
CO,2011,3,251.62,248.20,
CO,2011,4,247.50,248.31,
CO,2012,1,247.01,249.51,
CO,2012,2,263.64,258.61,
CO,2012,3,268.02,264.31,
CO,2012,4,268.23,269.62,
CO,2013,1,270.94,273.41,
CO,2013,2,288.00,282.22,
CO,2013,3,291.52,287.62,
CO,2013,4,289.94,292.03,
CO,2014,1,295.09,297.17,
CO,2014,2,308.56,302.19,
CO,2014,3,311.57,307.67,
CO,2014,4,315.53,318.47,
CO,2015,1,328.03,329.38,
CO,2015,2,343.71,336.54,
CO,2015,3,350.01,346.22,
CO,2015,4,348.17,351.75,
CO,2016,1,360.93,361.45,
CO,2016,2,377.62,369.85,
CO,2016,3,383.88,380.28,
CO,2016,4,385.25,389.44,
CO,2017,1,397.13,396.81,
CO,2017,2,415.25,406.83,
CO,2017,3,417.20,413.92,
CO,2017,4,420.90,425.37,
CO,2018,1,438.30,437.53,
CO,2018,2,451.90,442.56,
CO,2018,3,452.25,449.24,
CO,2018,4,448.94,453.98,
CO,2019,1,458.75,457.44,
CO,2019,2,476.05,465.69,
CO,2019,3,476.29,473.72,
CO,2019,4,477.41,483.39,
CO,2020,1,491.85,490.04,
CO,2020,2,500.72,488.86,
CO,2020,3,513.38,511.07,
CO,2020,4,529.86,537.82,
CO,2021,1,556.68,553.87,
CO,2021,2,600.14,584.81,
CO,2021,3,619.68,617.43,
CO,2021,4,627.21,637.99,
CO,2022,1,678.04,674.12,
CO,2022,2,706.94,687.58,
CO,2022,3,679.80,677.61,
CO,2022,4,661.70,674.42,
CT,1991,1,100.00,100.00,
CT,1991,2,97.77,97.98,
CT,1991,3,96.97,96.22,
CT,1991,4,96.53,95.85,
CT,1992,1,97.36,97.45,
CT,1992,2,95.23,95.41,
CT,1992,3,95.20,94.38,
CT,1992,4,96.05,95.39,
CT,1993,1,92.37,92.62,
CT,1993,2,91.56,91.65,
CT,1993,3,92.36,91.43,
CT,1993,4,91.77,91.24,
CT,1994,1,91.01,91.43,
CT,1994,2,91.80,91.71,
CT,1994,3,92.64,91.60,
CT,1994,4,91.75,91.36,
CT,1995,1,90.13,90.68,
CT,1995,2,90.70,90.40,
CT,1995,3,91.79,90.71,
CT,1995,4,90.96,90.75,
CT,1996,1,90.54,91.16,
CT,1996,2,91.83,91.31,
CT,1996,3,91.73,90.68,
CT,1996,4,90.63,90.53,
CT,1997,1,90.52,91.17,
CT,1997,2,92.60,91.92,
CT,1997,3,93.47,92.42,
CT,1997,4,93.35,93.33,
CT,1998,1,93.35,94.04,
CT,1998,2,96.29,95.50,
CT,1998,3,98.39,97.30,
CT,1998,4,99.35,99.36,
CT,1999,1,101.04,101.79,
CT,1999,2,104.38,103.52,
CT,1999,3,106.83,105.59,
CT,1999,4,107.75,107.78,
CT,2000,1,109.58,110.47,
CT,2000,2,114.36,113.40,
CT,2000,3,116.29,114.88,
CT,2000,4,117.56,117.56,
CT,2001,1,119.47,120.56,
CT,2001,2,124.50,123.49,
CT,2001,3,128.62,126.94,
CT,2001,4,129.62,129.54,
CT,2002,1,131.30,132.70,
CT,2002,2,138.11,136.95,
CT,2002,3,142.83,140.88,
CT,2002,4,145.70,145.60,
CT,2003,1,147.43,149.11,
CT,2003,2,152.86,151.55,
CT,2003,3,157.73,155.45,
CT,2003,4,159.33,159.36,
CT,2004,1,161.34,163.21,
CT,2004,2,170.07,168.43,
CT,2004,3,176.65,174.07,
CT,2004,4,177.82,178.17,
CT,2005,1,180.77,182.72,
CT,2005,2,188.70,186.70,
CT,2005,3,192.99,190.22,
CT,2005,4,193.19,193.83,
CT,2006,1,194.18,196.19,
CT,2006,2,198.71,196.38,
CT,2006,3,196.49,193.74,
CT,2006,4,193.45,194.25,
CT,2007,1,195.07,197.03,
CT,2007,2,197.59,195.24,
CT,2007,3,197.70,194.92,
CT,2007,4,191.84,192.54,
CT,2008,1,186.95,189.05,
CT,2008,2,188.28,185.89,
CT,2008,3,184.91,182.35,
CT,2008,4,178.44,178.94,
CT,2009,1,174.50,176.78,
CT,2009,2,175.67,173.23,
CT,2009,3,174.87,172.54,
CT,2009,4,171.30,171.53,
CT,2010,1,167.02,169.66,
CT,2010,2,171.44,168.74,
CT,2010,3,168.18,165.99,
CT,2010,4,164.56,164.71,
CT,2011,1,160.85,163.65,
CT,2011,2,166.31,163.57,
CT,2011,3,163.40,161.11,
CT,2011,4,160.06,160.32,
CT,2012,1,156.02,158.77,
CT,2012,2,160.52,157.98,
CT,2012,3,161.53,158.93,
CT,2012,4,158.21,158.83,
CT,2013,1,156.45,158.98,
CT,2013,2,162.60,160.15,
CT,2013,3,163.72,160.92,
CT,2013,4,159.33,160.23,
CT,2014,1,159.89,162.19,
CT,2014,2,162.45,160.10,
CT,2014,3,163.40,160.65,
CT,2014,4,159.27,160.24,
CT,2015,1,159.44,161.55,
CT,2015,2,164.61,162.21,
CT,2015,3,164.00,161.48,
CT,2015,4,161.31,162.16,
CT,2016,1,160.02,162.02,
CT,2016,2,164.68,162.41,
CT,2016,3,164.99,162.53,
CT,2016,4,163.09,163.81,
CT,2017,1,162.37,164.33,
CT,2017,2,167.56,165.42,
CT,2017,3,170.11,167.54,
CT,2017,4,167.02,167.73,
CT,2018,1,166.84,168.71,
CT,2018,2,171.24,169.21,
CT,2018,3,173.02,170.45,
CT,2018,4,170.95,171.67,
CT,2019,1,170.74,172.52,
CT,2019,2,176.15,174.03,
CT,2019,3,177.21,174.73,
CT,2019,4,174.55,175.41,
CT,2020,1,176.96,178.58,
CT,2020,2,182.96,180.61,
CT,2020,3,191.46,189.03,
CT,2020,4,198.84,199.97,
CT,2021,1,206.60,208.31,
CT,2021,2,219.21,216.13,
CT,2021,3,225.13,222.39,
CT,2021,4,226.44,228.09,
CT,2022,1,234.95,236.70,
CT,2022,2,250.69,246.94,
CT,2022,3,249.94,247.00,
CT,2022,4,247.56,249.58,
DC,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,2,99.95,98.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,3,96.84,94.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,4,97.00,97.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,1,98.19,98.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,2,98.86,97.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,3,99.97,97.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,4,96.66,96.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,1,92.13,92.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,2,97.05,95.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,3,97.10,94.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,4,89.45,89.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,1,94.93,94.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,2,96.01,94.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,3,98.72,96.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,4,90.30,90.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,1,90.34,90.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,2,87.93,86.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,3,90.39,88.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,4,93.13,93.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,1,91.29,91.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,2,93.60,92.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,3,92.90,90.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,4,95.44,95.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,1,86.28,85.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,2,95.26,93.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,3,91.36,89.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,4,92.84,92.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,1,95.45,95.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,2,99.41,97.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,3,105.04,102.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,4,104.88,104.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,1,106.01,105.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,2,108.62,106.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,3,116.46,113.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,4,114.76,114.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,1,123.61,123.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,2,126.82,124.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,3,131.16,128.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,4,130.12,129.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,1,138.08,138.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,2,144.80,142.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,3,153.50,149.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,4,156.31,155.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,1,163.37,163.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,2,175.16,172.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,3,181.37,176.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,4,187.04,186.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,1,182.50,182.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,2,202.88,199.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,3,212.78,207.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,4,213.50,212.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,1,233.13,234.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,2,244.82,240.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,3,250.24,243.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,4,269.72,267.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,1,275.42,277.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,2,307.44,302.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,3,324.60,316.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,4,317.40,314.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,1,312.40,314.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,2,318.48,313.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,3,330.26,321.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,4,330.16,326.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,1,325.51,328.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,2,336.34,332.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,3,338.58,329.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,4,324.92,320.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,1,321.17,323.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,2,314.52,310.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,3,322.76,314.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,4,309.31,305.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,1,290.12,291.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,2,302.98,300.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,3,307.27,299.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,4,315.45,311.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,1,314.87,316.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,2,306.26,303.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,3,322.21,313.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,4,315.01,311.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,1,306.43,307.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,2,332.56,329.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,3,322.37,314.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,4,330.17,326.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,1,330.49,331.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,2,340.12,336.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,3,357.13,349.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,4,355.21,350.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,1,370.77,371.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,2,383.57,378.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,3,408.41,400.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,4,389.35,384.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,1,416.85,417.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,2,415.31,409.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,3,409.01,402.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,4,424.32,418.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,1,423.34,423.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,2,439.42,432.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,3,459.20,452.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
